text,date,article_link
"Measures, evacuation as Turkey confronts coronavirus threat","Jan 31, 2020",https://www.dailysabah.com/turkey/2020/01/31/measures-evacuation-as-turkey-confronts-coronavirus-threat
Erdoğan's visit to Senegal gives momentum to bilateral economic ties,"Jan 30, 2020",https://www.dailysabah.com/business/2020/01/30/erdogans-visit-to-senegal-gives-momentum-to-bilateral-economic-ties
"Central bank reaffirms inflation optimism, leaves year-end forecast unchanged","Jan 30, 2020",https://www.dailysabah.com/economy/2020/01/30/turkeys-central-bank-reaffirms-inflation-optimism
6 new airlines to launch flights from Istanbul Airport this year,"Jan 29, 2020",https://www.dailysabah.com/tourism/2020/01/29/6-new-airways-to-launch-flights-from-istanbul-airport-this-year
Support for tourism investments to continue on track for 2023 goals,"Jan 28, 2020",https://www.dailysabah.com/economy/2020/01/28/support-for-tourism-investments-to-continue-on-track-for-2023-goals
Turkey commemorates first diplomats assassinated by Armenian terrorists,"Jan 27, 2020",https://www.dailysabah.com/diplomacy/2020/01/27/turkey-commemorates-first-diplomats-assassinated-by-armenian-terrorists
"Turkey, Algeria eye $5 billion in bilateral trade, expand mutual investments","Jan 26, 2020",https://www.dailysabah.com/economy/2020/01/26/turkey-to-increase-bilateral-trade-volume-with-algeria-to-5-billion
THY aims to carry up to 80M passengers in 2020,"Jan 24, 2020",https://www.dailysabah.com/tourism/2020/01/24/thy-aims-to-carry-up-to-80m-passengers-in-2020
Turkey's Anadolu Efes to visit Madrid in key EuroLeague game,"Jan 23, 2020",https://www.dailysabah.com/basketball/2020/01/23/turkeys-anadolu-efes-to-visit-madrid-in-key-euroleague-game
Turkey Wealth Fund eyes becoming strategic investment arm of the country,"Jan 21, 2020",https://www.dailysabah.com/economy/2020/01/21/turkey-wealth-fund-eyes-becoming-strategic-investment-arm-of-the-country
Work starts on high-speed metro to Istanbul Airport,"Jan 19, 2020",https://www.dailysabah.com/economy/2020/01/19/work-starts-on-high-speed-metro-to-istanbul-airport
New footage reveals duo assisted Ghosn escape spotted at Istanbul Airport,"Jan 16, 2020",https://www.dailysabah.com/investigations/2020/01/16/new-footage-reveals-duo-assisted-ghosn-escape-spotted-at-istanbul-airport
THY subsidiary AnadoluJet goes global with 28 destinations,"Jan 15, 2020",https://www.dailysabah.com/tourism/2020/01/15/thy-subsidiary-anadolujet-goes-global-with-28-destinations
"Turkish stocks continue to rally as investors renew risk appetite, BIST closes at historic high","Jan 14, 2020",https://www.dailysabah.com/finance/2020/01/14/turkish-stocks-continue-to-rally-as-investors-renew-risk-appetite
"Istanbul airports serve 104M passengers, host 6% of all flights in Europe in 2019","Jan 12, 2020",https://www.dailysabah.com/tourism/2020/01/12/istanbul-airports-serve-104m-passengers-host-6-of-all-flights-in-europe-in-2019
"Libya welcomes Turkey, Russia's call for cease-fire","Jan 09, 2020",https://www.dailysabah.com/diplomacy/2020/01/09/libya-welcomes-turkey-and-russias-call-for-cease-fire
"Turkey strives to reduce tension, restore calm in region amid Iran's retaliation against US","Jan 08, 2020",https://www.dailysabah.com/diplomacy/2020/01/08/turkey-to-reduce-tension-bring-common-sense-back-to-region-amid-irans-retaliation-to-us
Pegasus plane skids off runway at Istanbul's Sabiha Gökçen Airport,"Jan 07, 2020",https://www.dailysabah.com/turkey/2020/01/07/pegasus-plane-skids-off-runway-at-istanbuls-sabiha-gokcen-airport
Anadolu Efes stay at top of Turkish basketball league,"Feb 03, 2020",https://www.dailysabah.com/basketball/2020/02/03/anadolu-efes-stay-at-top-of-turkish-basketball-league
Anadolu Efes' Larkin to join Turkish national basketball team,"Feb 01, 2020",https://www.dailysabah.com/basketball/2020/02/01/anadolu-efes-larkin-to-join-turkish-national-basketball-team
"Measures, evacuation as Turkey confronts coronavirus threat","Jan 31, 2020",https://www.dailysabah.com/turkey/2020/01/31/measures-evacuation-as-turkey-confronts-coronavirus-threat
Erdoğan's visit to Senegal gives momentum to bilateral economic ties,"Jan 30, 2020",https://www.dailysabah.com/business/2020/01/30/erdogans-visit-to-senegal-gives-momentum-to-bilateral-economic-ties
"Central bank reaffirms inflation optimism, leaves year-end forecast unchanged","Jan 30, 2020",https://www.dailysabah.com/economy/2020/01/30/turkeys-central-bank-reaffirms-inflation-optimism
6 new airlines to launch flights from Istanbul Airport this year,"Jan 29, 2020",https://www.dailysabah.com/tourism/2020/01/29/6-new-airways-to-launch-flights-from-istanbul-airport-this-year
Support for tourism investments to continue on track for 2023 goals,"Jan 28, 2020",https://www.dailysabah.com/economy/2020/01/28/support-for-tourism-investments-to-continue-on-track-for-2023-goals
Turkey commemorates first diplomats assassinated by Armenian terrorists,"Jan 27, 2020",https://www.dailysabah.com/diplomacy/2020/01/27/turkey-commemorates-first-diplomats-assassinated-by-armenian-terrorists
"Turkey, Algeria eye $5 billion in bilateral trade, expand mutual investments","Jan 26, 2020",https://www.dailysabah.com/economy/2020/01/26/turkey-to-increase-bilateral-trade-volume-with-algeria-to-5-billion
THY aims to carry up to 80M passengers in 2020,"Jan 24, 2020",https://www.dailysabah.com/tourism/2020/01/24/thy-aims-to-carry-up-to-80m-passengers-in-2020
Turkey's Anadolu Efes to visit Madrid in key EuroLeague game,"Jan 23, 2020",https://www.dailysabah.com/basketball/2020/01/23/turkeys-anadolu-efes-to-visit-madrid-in-key-euroleague-game
Turkey Wealth Fund eyes becoming strategic investment arm of the country,"Jan 21, 2020",https://www.dailysabah.com/economy/2020/01/21/turkey-wealth-fund-eyes-becoming-strategic-investment-arm-of-the-country
Work starts on high-speed metro to Istanbul Airport,"Jan 19, 2020",https://www.dailysabah.com/economy/2020/01/19/work-starts-on-high-speed-metro-to-istanbul-airport
New footage reveals duo assisted Ghosn escape spotted at Istanbul Airport,"Jan 16, 2020",https://www.dailysabah.com/investigations/2020/01/16/new-footage-reveals-duo-assisted-ghosn-escape-spotted-at-istanbul-airport
THY subsidiary AnadoluJet goes global with 28 destinations,"Jan 15, 2020",https://www.dailysabah.com/tourism/2020/01/15/thy-subsidiary-anadolujet-goes-global-with-28-destinations
"Turkish stocks continue to rally as investors renew risk appetite, BIST closes at historic high","Jan 14, 2020",https://www.dailysabah.com/finance/2020/01/14/turkish-stocks-continue-to-rally-as-investors-renew-risk-appetite
"Istanbul airports serve 104M passengers, host 6% of all flights in Europe in 2019","Jan 12, 2020",https://www.dailysabah.com/tourism/2020/01/12/istanbul-airports-serve-104m-passengers-host-6-of-all-flights-in-europe-in-2019
"Libya welcomes Turkey, Russia's call for cease-fire","Jan 09, 2020",https://www.dailysabah.com/diplomacy/2020/01/09/libya-welcomes-turkey-and-russias-call-for-cease-fire
"Turkey strives to reduce tension, restore calm in region amid Iran's retaliation against US","Jan 08, 2020",https://www.dailysabah.com/diplomacy/2020/01/08/turkey-to-reduce-tension-bring-common-sense-back-to-region-amid-irans-retaliation-to-us
Pegasus plane skids off runway at Istanbul's Sabiha Gökçen Airport,"Jan 07, 2020",https://www.dailysabah.com/turkey/2020/01/07/pegasus-plane-skids-off-runway-at-istanbuls-sabiha-gokcen-airport
2020 EMITT tourism expo to kick off in Istanbul under digitalization theme,"Jan 05, 2020",https://www.dailysabah.com/tourism/2020/01/05/2020-emitt-tourism-expo-to-kick-off-in-istanbul-under-digitalization-theme
"Turkish Airlines expands fleet, opens 4 new routes in 2020","Jan 01, 2020",https://www.dailysabah.com/tourism/2020/01/01/turkish-airlines-expands-fleet-opens-4-new-routes-in-2020
Turkey Wealth Fund buys EBRD's stake in Istanbul exchange,"Dec 31, 2019",https://www.dailysabah.com/finance/2019/12/31/turkey-wealth-fund-buys-ebrds-stake-in-istanbul-exchange
Istanbul Modern leaves behind a year full of art,"Dec 30, 2019",https://www.dailysabah.com/arts-culture/2019/12/30/istanbul-modern-leaves-behind-a-year-full-of-art
6 new airlines to launch flights from Istanbul Airport this year,"Jan 29, 2020",https://www.dailysabah.com/tourism/2020/01/29/6-new-airways-to-launch-flights-from-istanbul-airport-this-year
Support for tourism investments to continue on track for 2023 goals,"Jan 28, 2020",https://www.dailysabah.com/economy/2020/01/28/support-for-tourism-investments-to-continue-on-track-for-2023-goals
Turkey commemorates first diplomats assassinated by Armenian terrorists,"Jan 27, 2020",https://www.dailysabah.com/diplomacy/2020/01/27/turkey-commemorates-first-diplomats-assassinated-by-armenian-terrorists
"Turkey, Algeria eye $5 billion in bilateral trade, expand mutual investments","Jan 26, 2020",https://www.dailysabah.com/economy/2020/01/26/turkey-to-increase-bilateral-trade-volume-with-algeria-to-5-billion
THY aims to carry up to 80M passengers in 2020,"Jan 24, 2020",https://www.dailysabah.com/tourism/2020/01/24/thy-aims-to-carry-up-to-80m-passengers-in-2020
Turkey's Anadolu Efes to visit Madrid in key EuroLeague game,"Jan 23, 2020",https://www.dailysabah.com/basketball/2020/01/23/turkeys-anadolu-efes-to-visit-madrid-in-key-euroleague-game
Turkey Wealth Fund eyes becoming strategic investment arm of the country,"Jan 21, 2020",https://www.dailysabah.com/economy/2020/01/21/turkey-wealth-fund-eyes-becoming-strategic-investment-arm-of-the-country
Work starts on high-speed metro to Istanbul Airport,"Jan 19, 2020",https://www.dailysabah.com/economy/2020/01/19/work-starts-on-high-speed-metro-to-istanbul-airport
New footage reveals duo assisted Ghosn escape spotted at Istanbul Airport,"Jan 16, 2020",https://www.dailysabah.com/investigations/2020/01/16/new-footage-reveals-duo-assisted-ghosn-escape-spotted-at-istanbul-airport
THY subsidiary AnadoluJet goes global with 28 destinations,"Jan 15, 2020",https://www.dailysabah.com/tourism/2020/01/15/thy-subsidiary-anadolujet-goes-global-with-28-destinations
"Turkish stocks continue to rally as investors renew risk appetite, BIST closes at historic high","Jan 14, 2020",https://www.dailysabah.com/finance/2020/01/14/turkish-stocks-continue-to-rally-as-investors-renew-risk-appetite
"Istanbul airports serve 104M passengers, host 6% of all flights in Europe in 2019","Jan 12, 2020",https://www.dailysabah.com/tourism/2020/01/12/istanbul-airports-serve-104m-passengers-host-6-of-all-flights-in-europe-in-2019
"Libya welcomes Turkey, Russia's call for cease-fire","Jan 09, 2020",https://www.dailysabah.com/diplomacy/2020/01/09/libya-welcomes-turkey-and-russias-call-for-cease-fire
"Turkey strives to reduce tension, restore calm in region amid Iran's retaliation against US","Jan 08, 2020",https://www.dailysabah.com/diplomacy/2020/01/08/turkey-to-reduce-tension-bring-common-sense-back-to-region-amid-irans-retaliation-to-us
Pegasus plane skids off runway at Istanbul's Sabiha Gökçen Airport,"Jan 07, 2020",https://www.dailysabah.com/turkey/2020/01/07/pegasus-plane-skids-off-runway-at-istanbuls-sabiha-gokcen-airport
2020 EMITT tourism expo to kick off in Istanbul under digitalization theme,"Jan 05, 2020",https://www.dailysabah.com/tourism/2020/01/05/2020-emitt-tourism-expo-to-kick-off-in-istanbul-under-digitalization-theme
"Turkish Airlines expands fleet, opens 4 new routes in 2020","Jan 01, 2020",https://www.dailysabah.com/tourism/2020/01/01/turkish-airlines-expands-fleet-opens-4-new-routes-in-2020
Turkey Wealth Fund buys EBRD's stake in Istanbul exchange,"Dec 31, 2019",https://www.dailysabah.com/finance/2019/12/31/turkey-wealth-fund-buys-ebrds-stake-in-istanbul-exchange
Istanbul Modern leaves behind a year full of art,"Dec 30, 2019",https://www.dailysabah.com/arts-culture/2019/12/30/istanbul-modern-leaves-behind-a-year-full-of-art
"Kazakhstan plane crash leaves at least 12 dead, dozens injured","Dec 27, 2019",https://www.dailysabah.com/asia/2019/12/27/14-killed-35-injured-in-kazakhstan-plane-crash
Fenerbahçe Beko to face Valencia in EuroLeague,"Dec 26, 2019",https://www.dailysabah.com/basketball/2019/12/26/fenerbahce-beko-to-face-valencia-in-euroleague
EuroLeague: Ivanovic begins 3rd stint with Baskonia,"Dec 24, 2019",https://www.dailysabah.com/basketball/2019/12/24/euroleague-ivanovic-begins-3rd-stint-with-baskonia
"Antalya competes with Spain, Portugal for avid golfers","Dec 24, 2019",https://www.dailysabah.com/0/150415-antalya-competes-with-spain-portugal-for-avid-golfers
Turkey's Istanbul Airport welcomes 50 millionth passenger,"Dec 23, 2019",https://www.dailysabah.com/istanbul/2019/12/23/turkeys-istanbul-airport-welcomes-50-millionth-passenger
Turkey's Anadolu Efes to visit Madrid in key EuroLeague game,"Jan 23, 2020",https://www.dailysabah.com/basketball/2020/01/23/turkeys-anadolu-efes-to-visit-madrid-in-key-euroleague-game
Turkey Wealth Fund eyes becoming strategic investment arm of the country,"Jan 21, 2020",https://www.dailysabah.com/economy/2020/01/21/turkey-wealth-fund-eyes-becoming-strategic-investment-arm-of-the-country
Work starts on high-speed metro to Istanbul Airport,"Jan 19, 2020",https://www.dailysabah.com/economy/2020/01/19/work-starts-on-high-speed-metro-to-istanbul-airport
New footage reveals duo assisted Ghosn escape spotted at Istanbul Airport,"Jan 16, 2020",https://www.dailysabah.com/investigations/2020/01/16/new-footage-reveals-duo-assisted-ghosn-escape-spotted-at-istanbul-airport
THY subsidiary AnadoluJet goes global with 28 destinations,"Jan 15, 2020",https://www.dailysabah.com/tourism/2020/01/15/thy-subsidiary-anadolujet-goes-global-with-28-destinations
"Turkish stocks continue to rally as investors renew risk appetite, BIST closes at historic high","Jan 14, 2020",https://www.dailysabah.com/finance/2020/01/14/turkish-stocks-continue-to-rally-as-investors-renew-risk-appetite
"Istanbul airports serve 104M passengers, host 6% of all flights in Europe in 2019","Jan 12, 2020",https://www.dailysabah.com/tourism/2020/01/12/istanbul-airports-serve-104m-passengers-host-6-of-all-flights-in-europe-in-2019
"Libya welcomes Turkey, Russia's call for cease-fire","Jan 09, 2020",https://www.dailysabah.com/diplomacy/2020/01/09/libya-welcomes-turkey-and-russias-call-for-cease-fire
"Turkey strives to reduce tension, restore calm in region amid Iran's retaliation against US","Jan 08, 2020",https://www.dailysabah.com/diplomacy/2020/01/08/turkey-to-reduce-tension-bring-common-sense-back-to-region-amid-irans-retaliation-to-us
